Real_Goal,Time,Cost,Prob,Results,rl
0,123904057,50/60/,0.5488631556012363/0.4511368443987638/,0/1/,no
1,131210301,952/50/,2.0842440286269194E-8/0.9999999791575597/,1/,no
0,108932514,50/60/,0.5488631556012363/0.4511368443987638/,0/1/,no
1,115266027,952/50/,2.0842440286269194E-8/0.9999999791575597/,1/,no
0,97620551,60/227/,0.9392152024446201/0.06078479755537992/,0/,no
1,116719188,139/50/,0.14866654584238834/0.8513334541576117/,1/,no
0,119442548,50/60/,0.5488631556012363/0.4511368443987638/,0/1/,no
1,121549847,561/50/,4.451642389677214E-5/0.9999554835761032/,1/,no
0,109517071,40251/2111/,1.436153858054694E-8/0.9999999856384615/,1/,no
1,98743618,207616/30484/,0.002987089662501392/0.9970129103374986/,1/,no
0,110325505,50/60/,0.5488631556012363/0.4511368443987638/,0/1/,no
1,119461549,40251/2111/,1.436153858054694E-8/0.9999999856384615/,1/,no
0,125369334,50/60/,0.5488631556012363/0.4511368443987638/,0/1/,no
1,109708772,58441/2884/,4.332191171589273E-9/0.9999999956678088/,1/,no
0,97114412,50/60/,0.5488631556012363/0.4511368443987638/,0/1/,no
1,112070417,139/50/,0.14866654584238834/0.8513334541576117/,1/,no
0,121840931,50/75/,0.6201526223227845/0.3798473776772155/,0/,no
1,118388612,561/50/,4.451642389677214E-5/0.9999554835761032/,1/,no
0,108263177,2474/123/,5.833332280398582E-9/0.9999999941666676/,1/,no
1,102191897,3989/60/,1.0645439997899882E-28/1.0/,1/,no
0,127800818,10317/502/,3.3546363308653243E-9/0.9999999966453637/,1/,no
1,120542746,58441/2884/,4.332191171589273E-9/0.9999999956678088/,1/,no
0,122066243,2474/123/,5.833332280398582E-9/0.9999999941666676/,1/,no
1,108739879,58441/2884/,4.332191171589273E-9/0.9999999956678088/,1/,no
0,100860542,50/60/,0.5488631556012363/0.4511368443987638/,0/1/,no
1,113749388,58441/2884/,4.332191171589273E-9/0.9999999956678088/,1/,no
0,119345607,952/50/,2.0842440286269194E-8/0.9999999791575597/,1/,no
1,128995222,227/50/,0.030160770201267024/0.9698392297987329/,1/,yes
0,121156500,112/1468/,0.9999938558253978/6.144174602214718E-6/,0/,no
1,117388193,50/50/,0.5/0.5/,0/1/,no
0,129462054,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,131224552,914/50/,4.390768327629132E-8/0.9999999560923167/,1/,no
0,126364909,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,105036920,691/50/,3.4794687619070422E-6/0.999996520531238/,1/,no
0,105030272,123/123/,0.5/0.5/,0/1/,no
1,122626107,79/79/,0.5/0.5/,0/1/,no
0,126407156,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,132200444,914/50/,4.390768327629132E-8/0.9999999560923167/,1/,no
0,122953747,78/123/,0.63867554593182/0.36132445406818003/,0/,no
1,121512088,95/95/,0.5/0.5/,0/1/,no
0,102507626,50/157/,0.8907124548274352/0.10928754517256477/,0/,no
1,126811432,914/50/,4.390768327629132E-8/0.9999999560923167/,1/,no
0,127187658,50/502/,0.9998584541201111/1.4154587988890748E-4/,0/,no
1,122834733,914/50/,4.390768327629132E-8/0.9999999560923167/,1/,no
0,102050319,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,108144037,75/50/,0.3798473776772155/0.6201526223227845/,1/,no
0,121308020,50/75/,0.6201526223227845/0.3798473776772155/,0/,no
1,120007604,95/95/,0.5/0.5/,0/1/,no
0,126013160,50/60/,0.5488631556012363/0.4511368443987638/,0/1/,no
1,124162369,50/50/,0.5/0.5/,0/1/,no
0,130424681,2884/246/,2.2996122580421824E-5/0.9999770038774196/,1/,no
1,114330630,50/50/,0.5/0.5/,0/1/,no
0,143101576,60/50/,0.4511368443987638/0.5488631556012363/,0/1/,no
1,149667593,75/50/,0.3798473776772155/0.6201526223227845/,1/,no
0,98815649,50/60/,0.5488631556012363/0.4511368443987638/,0/1/,no
1,142690160,50/50/,0.5/0.5/,0/1/,no
0,111434449,348/348/,0.5/0.5/,0/1/,no
1,113154968,1625/122/,4.933227452806555E-6/0.9999950667725471/,1/,no
0,111712541,68/348/,0.9830096101385852/0.016990389861414792/,0/,no
1,201161840,914/50/,4.390768327629132E-8/0.9999999560923167/,1/,no
0,124795818,348/348/,0.5/0.5/,0/1/,no
1,127650796,123/123/,0.5/0.5/,0/1/,no
0,120185316,54/75/,0.594311551326148/0.40568844867385206/,0/,no
1,141029210,123/123/,0.5/0.5/,0/1/,no
0,117445499,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,108616522,50/50/,0.5/0.5/,0/1/,no
0,127405073,50/60/,0.5488631556012363/0.4511368443987638/,0/1/,no
1,171542225,75/50/,0.3798473776772155/0.6201526223227845/,1/,yes
0,159295648,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,134651067,50/50/,0.5/0.5/,0/1/,no
0,144767085,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,133952282,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,105214876,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,124867721,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,107955790,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,128777804,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,146817093,168/157/,0.4826019634686569/0.5173980365313431/,0/1/,no
1,128648625,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,155756317,312/302/,0.4917499237480791/0.508250076251921/,0/1/,no
1,162029314,64/60/,0.4836124290590847/0.5163875709409153/,0/1/,no
0,129065745,50/60/,0.5488631556012363/0.4511368443987638/,0/1/,no
1,136842584,50/50/,0.5/0.5/,0/1/,no
0,132318157,54/75/,0.594311551326148/0.40568844867385206/,0/,no
1,138519505,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,131141860,1608/17356458/,1.0/0.0/,0/,no
1,116667588,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,107841707,54/157/,0.8667735303727625/0.13322646962723755/,0/,no
1,114777359,75/75/,0.5/0.5/,0/1/,yes
0,135150382,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,148672392,50/50/,0.5/0.5/,0/1/,no
0,143236931,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,132626570,50/50/,0.5/0.5/,0/1/,no
0,122587339,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,133341831,79/157/,0.7261149812607791/0.2738850187392209/,0/,no
0,103240325,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,140891221,50/50/,0.5/0.5/,0/1/,no
0,105252894,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,125643785,50/50/,0.5/0.5/,0/1/,no
0,145148403,79/502/,0.9949710378588456/0.0050289621411544845/,0/,no
1,137201911,50/50/,0.5/0.5/,0/1/,no
0,144588034,79/502/,0.9949710378588456/0.0050289621411544845/,0/,no
1,148820858,50/50/,0.5/0.5/,0/1/,no
0,134969623,54/75/,0.594311551326148/0.40568844867385206/,0/,no
1,132682037,50/50/,0.5/0.5/,0/1/,no
0,167701235,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,144761933,123/123/,0.5/0.5/,0/1/,no
0,165455785,60/50/,0.4511368443987638/0.5488631556012363/,0/1/,no
1,126083371,50/50/,0.5/0.5/,0/1/,yes
