Real_Goal,Time,Cost,Prob,Results,rl
0,126443602,68/348/,0.9830096101385852/0.016990389861414792/,0/,no
1,127214157,914/50/,4.390768327629132E-8/0.9999999560923167/,1/,no
0,144837450,348/348/,0.5/0.5/,0/1/,no
1,132135955,123/123/,0.5/0.5/,0/1/,no
0,108915552,54/75/,0.594311551326148/0.40568844867385206/,0/,no
1,96898744,123/123/,0.5/0.5/,0/1/,no
0,103767912,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,125715236,50/50/,0.5/0.5/,0/1/,no
0,122860560,50/60/,0.5488631556012363/0.4511368443987638/,0/1/,no
1,126731481,75/50/,0.3798473776772155/0.6201526223227845/,1/,no
0,199247772,348/348/,0.5/0.5/,0/1/,no
1,151587659,95/95/,0.5/0.5/,0/1/,no
0,122391671,348/348/,0.5/0.5/,0/1/,no
1,119447273,50/50/,0.5/0.5/,0/1/,no
0,141657086,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,127944493,50/50/,0.5/0.5/,0/1/,no
0,125782404,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,111482932,75/50/,0.3798473776772155/0.6201526223227845/,1/,no
0,103715878,502/502/,0.5/0.5/,0/1/,no
1,111018431,50/50/,0.5/0.5/,0/1/,no
0,130756921,3787/302/,1.0113288777680897E-5/0.9999898867112222/,1/,no
1,128599448,60/60/,0.5/0.5/,0/1/,no
0,128233424,50/60/,0.5488631556012363/0.4511368443987638/,0/1/,no
1,126945674,50/50/,0.5/0.5/,0/1/,no
0,104598298,50/75/,0.6201526223227845/0.3798473776772155/,0/,no
1,103129630,914/50/,4.390768327629132E-8/0.9999999560923167/,1/,no
0,133051696,1622/44417803/,1.0/0.0/,0/,no
1,127287656,914/50/,4.390768327629132E-8/0.9999999560923167/,1/,no
0,127341349,50/157/,0.8907124548274352/0.10928754517256477/,0/,no
1,114530686,50/50/,0.5/0.5/,0/1/,no
0,103073486,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,102103761,95/95/,0.5/0.5/,0/1/,no
0,110013773,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,181904226,914/50/,4.390768327629132E-8/0.9999999560923167/,1/,no
0,124581529,348/348/,0.5/0.5/,0/1/,no
1,123615440,157/157/,0.5/0.5/,0/1/,no
0,125721697,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,102559988,914/50/,4.390768327629132E-8/0.9999999560923167/,1/,no
0,101056782,348/348/,0.5/0.5/,0/1/,no
1,121133244,914/50/,4.390768327629132E-8/0.9999999560923167/,1/,no
0,130457300,1468/1468/,0.5/0.5/,0/1/,no
1,124358123,50/50/,0.5/0.5/,0/1/,no
0,129727901,1468/1468/,0.5/0.5/,0/1/,no
1,113297827,914/50/,4.390768327629132E-8/0.9999999560923167/,1/,no
0,116376775,54/75/,0.594311551326148/0.40568844867385206/,0/,no
1,115995854,914/50/,4.390768327629132E-8/0.9999999560923167/,1/,no
0,128188620,50/123/,0.8071150847204498/0.1928849152795503/,0/,no
1,131719182,348/348/,0.5/0.5/,0/1/,no
0,123049462,60/50/,0.4511368443987638/0.5488631556012363/,0/1/,no
1,109076158,914/50/,4.390768327629132E-8/0.9999999560923167/,1/,no
