Real_Goal,Time,Cost,Prob,Results,rl
0,178309371,200/293/,0.6136513107163478/0.3863486892836521/,0/,no
1,143930968,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,233373138,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
1,249689641,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,118065647,52/52/,0.5/0.5/,0/1/,no
1,145064810,52/52/,0.5/0.5/,0/1/,no
0,173349542,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
1,166053810,200/293/,0.6136513107163478/0.3863486892836521/,0/,no
0,144179437,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
1,123653337,52/52/,0.5/0.5/,0/1/,no
0,202982319,6340/12926/,0.738587013449187/0.261412986550813/,0/,no
1,128743883,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,141568900,52/52/,0.5/0.5/,0/1/,no
1,137598220,83/83/,0.5/0.5/,0/1/,no
0,143163346,50/520/,0.9999005430565301/9.945694346992009E-5/,0/,no
1,154940027,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,232653525,947223323/1065223275/,0.5311034324548993/0.46889656754510056/,0/1/,no
1,135198534,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,166316604,279/394/,0.601259138789978/0.39874086121002195/,0/,no
1,168119942,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,132298190,60/50/,0.4511368443987638/0.5488631556012363/,0/1/,no
1,114996229,60/50/,0.4511368443987638/0.5488631556012363/,0/1/,no
0,109809096,60/50/,0.4511368443987638/0.5488631556012363/,0/1/,no
1,111034457,1366/54/,4.3661890965050676E-11/0.9999999999563381/,1/,no
0,171804824,3314/5062/,0.6288531951852183/0.3711468048147817/,0/,no
1,105367281,112/82/,0.41060962772404724/0.5893903722759528/,1/,no
0,173712652,5629/10484/,0.7031502719738993/0.29684972802610055/,0/,no
1,129141209,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,128975438,60/50/,0.4511368443987638/0.5488631556012363/,0/1/,no
1,126387576,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,204696615,5629/11662/,0.7448974272599079/0.2551025727400921/,0/,no
1,123359464,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,170290925,380/520/,0.5908436486162789/0.4091563513837211/,0/,no
1,127202569,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,117683897,180/858/,0.9769294235713993/0.023070576428600664/,0/,no
1,114374049,83/83/,0.5/0.5/,0/1/,no
0,145094749,60/50/,0.4511368443987638/0.5488631556012363/,0/1/,no
1,123785422,60/50/,0.4511368443987638/0.5488631556012363/,0/1/,no
0,183445857,35939/44554/,0.5596409656457073/0.4403590343542928/,0/,no
1,141589855,641/1077/,0.6635439870560581/0.33645601294394195/,0/,no
0,126181921,52/52/,0.5/0.5/,0/1/,no
1,134119604,60/50/,0.4511368443987638/0.5488631556012363/,0/1/,no
0,132767492,60/50/,0.4511368443987638/0.5488631556012363/,0/1/,no
1,119154085,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,yes
0,124699153,50/50/,0.5/0.5/,0/1/,no
1,122531222,52/52/,0.5/0.5/,0/1/,no
0,153849758,16393/47146/,0.8671359356990099/0.1328640643009901/,0/,no
1,117963450,52/52/,0.5/0.5/,0/1/,no
0,105157921,50/50/,0.5/0.5/,0/1/,no
1,98161363,52/52/,0.5/0.5/,0/1/,no
0,125385840,64/2147483647/,1.0/0.0/,0/,no
1,127698843,50/50/,0.5/0.5/,0/1/,no
0,174525897,64/2147483647/,1.0/0.0/,0/,no
1,138991707,50/50/,0.5/0.5/,0/1/,no
0,140670341,520/175/,0.12344245354822238/0.8765575464517776/,1/,no
1,121234918,50/50/,0.5/0.5/,0/1/,no
0,122810885,52/52/,0.5/0.5/,0/1/,no
1,108977561,82/82/,0.5/0.5/,0/1/,no
0,106689079,48259941/48259941/,0.5/0.5/,0/1/,no
1,123668631,1173/293/,0.047734145292920825/0.9522658547070791/,1/,no
0,142204485,1767/1508/,0.45719581848043855/0.5428041815195614/,0/1/,no
1,128647918,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,140151999,1366/1366/,0.5/0.5/,0/1/,no
1,127530820,50/50/,0.5/0.5/,0/1/,yes
0,140719975,482/56392/,1.0/5.344917775497675E-51/,0/,no
1,120716112,83/60/,0.4068387955715924/0.5931612044284076/,1/,no
0,154621811,5622/478056859/,1.0/0.0/,0/,no
1,140882529,239/182/,0.42275464897603937/0.5772453510239607/,1/,no
0,124805792,54/54/,0.5/0.5/,0/1/,no
1,102157893,52/52/,0.5/0.5/,0/1/,no
0,125863083,83/51/,0.35083187501122726/0.6491681249887726/,1/,no
1,165323657,1371/1917/,0.5981972334565443/0.4018027665434557/,0/,no
0,117277260,75/75/,0.5/0.5/,0/1/,no
1,102585472,83/83/,0.5/0.5/,0/1/,no
0,129282858,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
1,121041143,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,145014057,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
1,126119802,83/83/,0.5/0.5/,0/1/,no
0,217610005,83/83/,0.5/0.5/,0/1/,no
1,322168120,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,254984186,83/60/,0.4068387955715924/0.5931612044284076/,1/,no
1,129270668,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,136625380,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
1,129798430,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,yes
0,130397813,50/50/,0.5/0.5/,0/1/,no
1,153817630,54/54/,0.5/0.5/,0/1/,no
0,132445457,50/50/,0.5/0.5/,0/1/,no
1,174989055,50/50/,0.5/0.5/,0/1/,no
0,183468162,50/50/,0.5/0.5/,0/1/,no
1,200834543,1132/3624/,0.9002019454619691/0.09979805453803098/,0/,no
0,144438579,54/54/,0.5/0.5/,0/1/,no
1,141461942,83/83/,0.5/0.5/,0/1/,no
0,177327185,50/50/,0.5/0.5/,0/1/,no
1,157055525,51/51/,0.5/0.5/,0/1/,no
0,133566259,6209/6209/,0.5/0.5/,0/1/,no
1,172225378,50/50/,0.5/0.5/,0/1/,no
0,205026991,50/50/,0.5/0.5/,0/1/,no
1,132647917,50/50/,0.5/0.5/,0/1/,no
0,150382402,596/980/,0.655480097702461/0.3445199022975391/,0/,no
1,126066864,50/83/,0.6563473695421823/0.34365263045781763/,0/,no
0,146904188,215/474/,0.7683600254716587/0.2316399745283413/,0/,no
1,107245288,51/51/,0.5/0.5/,0/1/,no
0,147265486,596/980/,0.655480097702461/0.3445199022975391/,0/,no
1,149918006,5786/2818/,0.2586771200484482/0.7413228799515518/,1/,no
0,164844345,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
1,299646710,83/83/,0.5/0.5/,0/1/,no
0,170461922,2321/133656/,1.0/2.7277392359510103E-25/,0/,no
1,168350204,58178/8114/,0.0020882966162104836/0.9979117033837895/,1/,no
0,224465657,50/50/,0.5/0.5/,0/1/,no
1,125947255,52/52/,0.5/0.5/,0/1/,no
0,188721686,4073/6899/,0.6667822071009433/0.3332177928990567/,0/,no
1,148434105,50/50/,0.5/0.5/,0/1/,no
0,158760666,50/203/,0.9525741268224331/0.047425873177566774/,0/,no
1,135542258,5127/1343/,0.05649357868787131/0.9435064213121287/,1/,no
0,117717614,52/52/,0.5/0.5/,0/1/,no
1,105322717,51/51/,0.5/0.5/,0/1/,no
0,109292877,50/83/,0.6563473695421823/0.34365263045781763/,0/,no
1,124453557,50/50/,0.5/0.5/,0/1/,no
0,129673959,50/50/,0.5/0.5/,0/1/,no
1,124035584,50/50/,0.5/0.5/,0/1/,no
0,152601411,51/36611/,1.0/4.545398394097089E-306/,0/,no
1,112967009,25963/25963/,0.5/0.5/,0/1/,no
0,107558334,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
1,106026684,50/50/,0.5/0.5/,0/1/,yes
0,113130717,50/203/,0.9525741268224331/0.047425873177566774/,0/,no
1,132940762,50/50/,0.5/0.5/,0/1/,no
0,116338550,50/83/,0.6563473695421823/0.34365263045781763/,0/,no
1,127819548,83/50/,0.34365263045781763/0.6563473695421823/,1/,no
0,126217730,50/52/,0.5098026653320405/0.4901973346679594/,0/1/,no
1,153620818,686/686/,0.5/0.5/,0/1/,no
0,122678835,50/50/,0.5/0.5/,0/1/,no
1,127848745,6209/6209/,0.5/0.5/,0/1/,no
0,146098936,289/75/,0.056476882369295336/0.9435231176307046/,1/,no
1,176344646,373066/150/,0.0/1.0/,1/,no
0,127904731,83/83/,0.5/0.5/,0/1/,no
1,135872042,1366/95/,1.778775926237737E-6/0.9999982212240738/,1/,no
0,148196527,83/83/,0.5/0.5/,0/1/,no
1,143903663,289/75/,0.056476882369295336/0.9435231176307046/,1/,no
0,180107167,50/2964/,1.0/1.5332235629599588E-25/,0/,no
1,138061371,52/52/,0.5/0.5/,0/1/,no
0,211350364,50/2798/,1.0/3.973666780364692E-24/,0/,no
1,129857418,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,155763842,373066/474/,0.0/1.0/,1/,no
1,196501060,227035/294408/,0.5736479079106365/0.42635209208936353/,0/,yes
0,166376066,1034/2889/,0.8572054247630962/0.1427945752369037/,0/,no
1,134905448,10317/82/,2.7908382804027994E-54/1.0/,1/,no
0,148098190,213/442/,0.7446146885378946/0.25538531146210547/,0/,no
1,152852049,10900/138/,2.371286725909872E-34/1.0/,1/,no
0,132406727,50/50/,0.5/0.5/,0/1/,no
1,160262593,203/203/,0.5/0.5/,0/1/,no
0,143776940,175/248/,0.6022317352737191/0.397768264726281/,0/,no
1,118203417,52/52/,0.5/0.5/,0/1/,no
0,132337042,54/54/,0.5/0.5/,0/1/,no
1,116321436,139/50/,0.14866654584238834/0.8513334541576117/,1/,no
0,159740787,150/223/,0.618560726004156/0.38143927399584393/,0/,no
1,147595666,50/692/,0.9999965880913643/3.4119086357202113E-6/,0/,no
0,126898982,83/50/,0.34365263045781763/0.6563473695421823/,1/,no
1,155280569,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,163094855,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
1,159238790,83/50/,0.34365263045781763/0.6563473695421823/,1/,no
0,150949163,390/253/,0.3683341301666833/0.6316658698333166/,1/,no
1,142329580,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,187326393,293/293/,0.5/0.5/,0/1/,no
1,190365192,139/50/,0.14866654584238834/0.8513334541576117/,1/,yes
