Real_Goal,Time,Cost,Prob,Results,rl
1,200089747,35939/44554/,0.5596409656457073/0.4403590343542928/,0/,no
0,135227210,52/52/,0.5/0.5/,0/1/,no
1,186532823,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,171979613,200/293/,0.6136513107163478/0.3863486892836521/,0/,no
1,138434005,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,no
0,173520368,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,yes
1,141074909,50/50/,0.5/0.5/,0/1/,yes
0,183117032,52/52/,0.5/0.5/,0/1/,no
1,148618347,52/52/,0.5/0.5/,0/1/,no
0,143502011,50/50/,0.5/0.5/,0/1/,no
1,162448927,50/293/,0.9915466726150103/0.008453327384989776/,0/,no
0,140246154,50/50/,0.5/0.5/,0/1/,no
1,142280405,52/52/,0.5/0.5/,0/1/,no
0,228706345,1067/161895/,1.0/3.9852544268260444E-66/,0/,no
1,114553548,50/50/,0.5/0.5/,0/1/,no
0,117465112,52/52/,0.5/0.5/,0/1/,no
1,136436578,83/83/,0.5/0.5/,0/1/,no
0,177076419,334/51/,0.004310817025740716/0.9956891829742592/,1/,no
1,141644377,50/50/,0.5/0.5/,0/1/,no
0,210918765,1498937/251955100/,1.0/2.7172963324885123E-73/,0/,no
1,157604533,50/50/,0.5/0.5/,0/1/,no
0,180221545,394/129/,0.11522348081007298/0.8847765191899271/,1/,no
1,140563568,50/50/,0.5/0.5/,0/1/,no
0,151090870,50/50/,0.5/0.5/,0/1/,no
1,136306849,50/50/,0.5/0.5/,0/1/,no
0,153245626,50/50/,0.5/0.5/,0/1/,yes
1,142580838,233/55/,0.039980128959860826/0.9600198710401392/,1/,yes
0,195020282,972/4088/,0.9609269942171355/0.03907300578286461/,0/,no
1,141227745,82/82/,0.5/0.5/,0/1/,no
0,141502890,50/175075/,1.0/0.0/,0/,no
1,117270486,50/50/,0.5/0.5/,0/1/,no
0,103167382,50/50/,0.5/0.5/,0/1/,no
1,111525794,50/50/,0.5/0.5/,0/1/,no
0,137290897,50/490534/,1.0/0.0/,0/,no
1,119895087,50/50/,0.5/0.5/,0/1/,no
0,153979651,520/229/,0.2200770550014935/0.7799229449985066/,1/,no
1,114553609,50/50/,0.5/0.5/,0/1/,no
0,124095774,180/816/,0.9710782221911889/0.02892177780881114/,0/,no
1,126811441,83/50/,0.34365263045781763/0.6563473695421823/,1/,no
0,138238590,50/50/,0.5/0.5/,0/1/,no
1,143264997,50/50/,0.5/0.5/,0/1/,no
0,239293767,82/44554/,1.0/2.0039049499838087E-233/,0/,no
1,173773166,712/1332/,0.7046552207282195/0.29534477927178066/,0/,no
0,151872496,52/52/,0.5/0.5/,0/1/,no
1,117021266,50/50/,0.5/0.5/,0/1/,no
0,112778633,50/50/,0.5/0.5/,0/1/,yes
1,103918436,52/52/,0.5/0.5/,0/1/,yes
0,136769586,50/50/,0.5/0.5/,0/1/,no
1,121817349,52/52/,0.5/0.5/,0/1/,no
0,137937225,16393/47146/,0.8671359356990099/0.1328640643009901/,0/,no
1,104160707,52/52/,0.5/0.5/,0/1/,no
0,132649788,50/50/,0.5/0.5/,0/1/,no
1,114005350,52/52/,0.5/0.5/,0/1/,no
0,135714156,64/2147483647/,1.0/0.0/,0/,no
1,128398611,50/50/,0.5/0.5/,0/1/,no
0,178191916,64/2147483647/,1.0/0.0/,0/,no
1,139631075,50/50/,0.5/0.5/,0/1/,no
0,162116278,520/175/,0.12344245354822238/0.8765575464517776/,1/,no
1,143305161,50/50/,0.5/0.5/,0/1/,no
0,121042521,52/52/,0.5/0.5/,0/1/,no
1,154961575,82/82/,0.5/0.5/,0/1/,no
0,129895359,48259941/48259941/,0.5/0.5/,0/1/,no
1,173319788,1173/293/,0.047734145292920825/0.9522658547070791/,1/,no
0,176599650,1767/1508/,0.45719581848043855/0.5428041815195614/,0/1/,no
1,135513308,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,126258099,1366/1366/,0.5/0.5/,0/1/,yes
1,141429546,50/50/,0.5/0.5/,0/1/,yes
0,176054256,482/56392/,1.0/5.344917775497675E-51/,0/,no
1,158604503,83/60/,0.4068387955715924/0.5931612044284076/,1/,no
0,200206445,5622/478056859/,1.0/0.0/,0/,no
1,155339785,239/182/,0.42275464897603937/0.5772453510239607/,1/,no
0,138834517,54/54/,0.5/0.5/,0/1/,no
1,133825363,52/52/,0.5/0.5/,0/1/,no
0,132749438,83/51/,0.35083187501122726/0.6491681249887726/,1/,no
1,187235402,1371/1917/,0.5981972334565443/0.4018027665434557/,0/,no
0,139461808,75/75/,0.5/0.5/,0/1/,no
1,170126506,83/83/,0.5/0.5/,0/1/,no
0,164150277,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
1,153192961,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,146454782,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
1,183655494,83/83/,0.5/0.5/,0/1/,no
0,139181814,83/83/,0.5/0.5/,0/1/,no
1,141166652,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,145473492,83/60/,0.4068387955715924/0.5931612044284076/,1/,no
1,140505819,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,156255603,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,yes
1,104051728,50/50/,0.5/0.5/,0/1/,yes
0,100037763,50/50/,0.5/0.5/,0/1/,no
1,110327684,54/54/,0.5/0.5/,0/1/,no
0,123887017,50/50/,0.5/0.5/,0/1/,no
1,132384769,50/50/,0.5/0.5/,0/1/,no
0,151065439,50/50/,0.5/0.5/,0/1/,no
1,176871035,1132/3624/,0.9002019454619691/0.09979805453803098/,0/,no
0,146987610,54/54/,0.5/0.5/,0/1/,no
1,150497217,83/83/,0.5/0.5/,0/1/,no
0,151658524,50/50/,0.5/0.5/,0/1/,no
1,161344514,51/51/,0.5/0.5/,0/1/,no
0,147467303,6209/6209/,0.5/0.5/,0/1/,no
1,149709232,50/50/,0.5/0.5/,0/1/,no
0,177080700,50/50/,0.5/0.5/,0/1/,no
1,164928313,50/50/,0.5/0.5/,0/1/,no
0,248797615,596/980/,0.655480097702461/0.3445199022975391/,0/,no
1,200005110,50/83/,0.6563473695421823/0.34365263045781763/,0/,no
0,184846348,215/474/,0.7683600254716587/0.2316399745283413/,0/,no
1,113560326,51/51/,0.5/0.5/,0/1/,no
0,137131534,596/980/,0.655480097702461/0.3445199022975391/,0/,yes
1,207933076,646792/2818/,6.159080721096085E-100/1.0/,1/,yes
0,131587513,52/52/,0.5/0.5/,0/1/,no
1,127694855,83/83/,0.5/0.5/,0/1/,no
0,181910625,402090/109057/,0.06374802772434923/0.9362519722756508/,1/,no
1,191866830,3045/1957/,0.36455014895877447/0.6354498510412255/,1/,no
0,143887257,50/50/,0.5/0.5/,0/1/,no
1,138506345,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,254619500,1555/1263/,0.4425023141510566/0.5574976858489433/,1/,no
1,199718689,50/433/,0.9994526113303798/5.473886696201855E-4/,0/,no
0,221677488,50/587/,0.9999732623668239/2.673763317605546E-5/,0/,no
1,192711741,524/941/,0.6887508149609408/0.31124918503905913/,0/,no
0,212019841,52/52/,0.5/0.5/,0/1/,no
1,169070551,83/83/,0.5/0.5/,0/1/,no
0,153118475,83/83/,0.5/0.5/,0/1/,no
1,151106238,60/60/,0.5/0.5/,0/1/,no
0,194590380,50/50/,0.5/0.5/,0/1/,no
1,142848572,50/50/,0.5/0.5/,0/1/,no
0,177153839,32087/19195/,0.33813905839346997/0.66186094160653/,1/,no
1,158643026,112/112/,0.5/0.5/,0/1/,no
0,152531767,52/52/,0.5/0.5/,0/1/,yes
1,168052786,289/50/,0.009136725381595073/0.9908632746184048/,1/,yes
0,155963174,50/203/,0.9525741268224331/0.047425873177566774/,0/,no
1,123098892,50/50/,0.5/0.5/,0/1/,no
0,133590014,50/83/,0.6563473695421823/0.34365263045781763/,0/,no
1,121518894,83/50/,0.34365263045781763/0.6563473695421823/,1/,no
0,131617731,50/52/,0.5098026653320405/0.4901973346679594/,0/1/,no
1,139517822,686/686/,0.5/0.5/,0/1/,no
0,127891639,50/50/,0.5/0.5/,0/1/,no
1,141462436,6209/6209/,0.5/0.5/,0/1/,no
0,129770288,289/75/,0.056476882369295336/0.9435231176307046/,1/,no
1,148139841,373066/150/,0.0/1.0/,1/,no
0,115460810,83/83/,0.5/0.5/,0/1/,no
1,122793741,1366/95/,1.778775926237737E-6/0.9999982212240738/,1/,no
0,127645350,83/83/,0.5/0.5/,0/1/,no
1,152942322,289/75/,0.056476882369295336/0.9435231176307046/,1/,no
0,179975335,50/2964/,1.0/1.5332235629599588E-25/,0/,no
1,146950595,52/52/,0.5/0.5/,0/1/,no
0,182029318,50/2798/,1.0/3.973666780364692E-24/,0/,no
1,146710132,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,153404499,373066/474/,0.0/1.0/,1/,yes
1,211906032,1791650/294408/,0.006147245173690702/0.9938527548263092/,1/,yes
0,273684548,1034/2889/,0.8572054247630962/0.1427945752369037/,0/,no
1,180908231,10317/82/,2.7908382804027994E-54/1.0/,1/,no
0,184578210,213/442/,0.7446146885378946/0.25538531146210547/,0/,no
1,187156718,10900/138/,2.371286725909872E-34/1.0/,1/,no
0,130305683,50/50/,0.5/0.5/,0/1/,no
1,172354450,203/203/,0.5/0.5/,0/1/,no
0,181590725,175/248/,0.6022317352737191/0.397768264726281/,0/,no
1,118851770,52/52/,0.5/0.5/,0/1/,no
0,137004887,54/54/,0.5/0.5/,0/1/,no
1,184349159,139/50/,0.14866654584238834/0.8513334541576117/,1/,no
0,163062303,150/223/,0.618560726004156/0.38143927399584393/,0/,no
1,176979157,50/692/,0.9999965880913643/3.4119086357202113E-6/,0/,no
0,171805938,83/50/,0.34365263045781763/0.6563473695421823/,1/,no
1,200274770,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,152949893,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
1,224169534,83/50/,0.34365263045781763/0.6563473695421823/,1/,no
0,203499749,390/253/,0.3683341301666833/0.6316658698333166/,1/,no
1,149456638,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,203216930,293/293/,0.5/0.5/,0/1/,yes
1,165607473,289/50/,0.009136725381595073/0.9908632746184048/,1/,yes
