Real_Goal,Time,Cost,Prob,Results,rl
1,163601420,54/289/,0.9862480501355552/0.013751949864444828/,0/,yes
0,169185289,52/52/,0.5/0.5/,0/1/,no
1,139924911,52/52/,0.5/0.5/,0/1/,no
0,173929848,50/50/,0.5/0.5/,0/1/,no
1,224917479,50/293/,0.9915466726150103/0.008453327384989776/,0/,no
0,188730214,50/50/,0.5/0.5/,0/1/,no
1,149593148,52/52/,0.5/0.5/,0/1/,no
0,172274722,1067/161895/,1.0/3.9852544268260444E-66/,0/,no
1,149343636,50/50/,0.5/0.5/,0/1/,no
0,157472984,52/52/,0.5/0.5/,0/1/,no
1,140624646,83/83/,0.5/0.5/,0/1/,no
0,189291430,334/51/,0.004310817025740716/0.9956891829742592/,1/,no
1,164939873,50/50/,0.5/0.5/,0/1/,no
0,234970176,1498937/251955100/,1.0/2.7172963324885123E-73/,0/,no
1,136242919,50/50/,0.5/0.5/,0/1/,no
0,188258120,394/129/,0.11522348081007298/0.8847765191899271/,1/,no
1,130959193,50/50/,0.5/0.5/,0/1/,no
0,142430826,50/50/,0.5/0.5/,0/1/,no
1,112279965,50/50/,0.5/0.5/,0/1/,no
0,132735245,50/50/,0.5/0.5/,0/1/,no
1,139503804,55/55/,0.5/0.5/,0/1/,yes
0,173413534,972/4088/,0.9609269942171355/0.03907300578286461/,0/,no
1,125370230,82/82/,0.5/0.5/,0/1/,no
0,166024616,50/175075/,1.0/0.0/,0/,no
1,110539750,50/50/,0.5/0.5/,0/1/,no
0,144174849,50/50/,0.5/0.5/,0/1/,no
1,107156088,50/50/,0.5/0.5/,0/1/,no
0,161372887,50/490534/,1.0/0.0/,0/,no
1,108096474,50/50/,0.5/0.5/,0/1/,no
0,149054499,520/229/,0.2200770550014935/0.7799229449985066/,1/,no
1,105055761,50/50/,0.5/0.5/,0/1/,no
0,120916932,180/816/,0.9710782221911889/0.02892177780881114/,0/,no
1,111569824,83/50/,0.34365263045781763/0.6563473695421823/,1/,no
0,141545493,50/50/,0.5/0.5/,0/1/,no
1,106668590,50/50/,0.5/0.5/,0/1/,no
0,218819642,82/44554/,1.0/2.0039049499838087E-233/,0/,no
1,188814422,712/1332/,0.7046552207282195/0.29534477927178066/,0/,no
0,131126044,52/52/,0.5/0.5/,0/1/,no
1,176920164,50/50/,0.5/0.5/,0/1/,no
0,146638220,50/50/,0.5/0.5/,0/1/,no
1,134894839,52/52/,0.5/0.5/,0/1/,no
0,136095240,50/50/,0.5/0.5/,0/1/,no
1,142213893,52/52/,0.5/0.5/,0/1/,no
0,222353213,1597/40135/,0.9999999999663967/3.3603345199655154E-11/,0/,no
1,146821352,52/52/,0.5/0.5/,0/1/,no
0,184846174,50/50/,0.5/0.5/,0/1/,no
1,139981071,52/52/,0.5/0.5/,0/1/,no
0,190314250,64/75521/,1.0/0.0/,0/,no
1,134334144,50/50/,0.5/0.5/,0/1/,no
0,230175173,64/75521/,1.0/0.0/,0/,no
1,145474842,50/50/,0.5/0.5/,0/1/,no
0,189545449,520/520/,0.5/0.5/,0/1/,no
1,139937723,50/50/,0.5/0.5/,0/1/,no
0,174108358,50/50/,0.5/0.5/,0/1/,no
1,170083760,82/82/,0.5/0.5/,0/1/,no
0,130002446,48259941/48259941/,0.5/0.5/,0/1/,no
1,172097306,128/293/,0.7822913886574293/0.21770861134257066/,0/,no
0,230509667,2207/1827/,0.44821697556361256/0.5517830244363875/,0/1/,no
1,189568423,52/52/,0.5/0.5/,0/1/,no
0,189990433,1366/54/,4.3661890965050676E-11/0.9999999999563381/,1/,no
1,122452033,50/50/,0.5/0.5/,0/1/,yes
0,154175206,482/56392/,1.0/5.344917775497675E-51/,0/,no
1,133161329,83/60/,0.4068387955715924/0.5931612044284076/,1/,no
0,179275050,5622/478056859/,1.0/0.0/,0/,no
1,154003266,239/182/,0.42275464897603937/0.5772453510239607/,1/,no
0,140249342,54/54/,0.5/0.5/,0/1/,no
1,163071205,52/52/,0.5/0.5/,0/1/,no
0,138430982,83/51/,0.35083187501122726/0.6491681249887726/,1/,no
1,258046288,1371/1917/,0.5981972334565443/0.4018027665434557/,0/,no
0,152772203,75/75/,0.5/0.5/,0/1/,no
1,157222085,83/83/,0.5/0.5/,0/1/,no
0,134752122,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
1,147219468,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,132822639,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
1,147931487,83/83/,0.5/0.5/,0/1/,no
0,137653768,83/83/,0.5/0.5/,0/1/,no
1,129474558,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,106188405,83/60/,0.4068387955715924/0.5931612044284076/,1/,no
1,99221816,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,102701057,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
1,134026043,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,yes
0,125187387,50/50/,0.5/0.5/,0/1/,no
1,110421368,54/54/,0.5/0.5/,0/1/,no
0,108074633,50/50/,0.5/0.5/,0/1/,no
1,130045630,50/50/,0.5/0.5/,0/1/,no
0,139271876,50/50/,0.5/0.5/,0/1/,no
1,241901431,1132/3624/,0.9002019454619691/0.09979805453803098/,0/,no
0,129781417,54/54/,0.5/0.5/,0/1/,no
1,172719802,83/83/,0.5/0.5/,0/1/,no
0,129412923,50/50/,0.5/0.5/,0/1/,no
1,136445770,51/51/,0.5/0.5/,0/1/,no
0,103979181,6209/6209/,0.5/0.5/,0/1/,no
1,127030053,50/50/,0.5/0.5/,0/1/,no
0,109168398,50/50/,0.5/0.5/,0/1/,no
1,106064813,50/50/,0.5/0.5/,0/1/,no
0,159794722,596/980/,0.655480097702461/0.3445199022975391/,0/,no
1,139620651,50/83/,0.6563473695421823/0.34365263045781763/,0/,no
0,127393826,215/474/,0.7683600254716587/0.2316399745283413/,0/,no
1,108744163,51/51/,0.5/0.5/,0/1/,no
0,174947517,596/980/,0.655480097702461/0.3445199022975391/,0/,no
1,162009061,5786/2818/,0.2586771200484482/0.7413228799515518/,1/,yes
0,151230784,52/52/,0.5/0.5/,0/1/,no
1,122733521,83/83/,0.5/0.5/,0/1/,no
0,158318711,402090/109057/,0.06374802772434923/0.9362519722756508/,1/,no
1,180046205,3045/1957/,0.36455014895877447/0.6354498510412255/,1/,no
0,119037760,50/50/,0.5/0.5/,0/1/,no
1,153091287,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,190878879,1555/1263/,0.4425023141510566/0.5574976858489433/,1/,no
1,207243496,50/433/,0.9994526113303798/5.473886696201855E-4/,0/,no
0,170437625,50/587/,0.9999732623668239/2.673763317605546E-5/,0/,no
1,182738390,524/941/,0.6887508149609408/0.31124918503905913/,0/,no
0,126779308,52/52/,0.5/0.5/,0/1/,no
1,119068231,83/83/,0.5/0.5/,0/1/,no
0,101663901,83/83/,0.5/0.5/,0/1/,no
1,111780458,60/60/,0.5/0.5/,0/1/,no
0,135932296,50/50/,0.5/0.5/,0/1/,no
1,103932400,50/50/,0.5/0.5/,0/1/,no
0,137830805,32087/19195/,0.33813905839346997/0.66186094160653/,1/,no
1,126849322,112/112/,0.5/0.5/,0/1/,no
0,132376824,52/52/,0.5/0.5/,0/1/,no
1,152422792,54/50/,0.48040220212170437/0.5195977978782956/,0/1/,yes
0,130088456,50/203/,0.9525741268224331/0.047425873177566774/,0/,no
1,106932065,50/50/,0.5/0.5/,0/1/,no
0,115215257,50/83/,0.6563473695421823/0.34365263045781763/,0/,no
1,138528335,83/50/,0.34365263045781763/0.6563473695421823/,1/,no
0,113297542,50/52/,0.5098026653320405/0.4901973346679594/,0/1/,no
1,157376230,686/686/,0.5/0.5/,0/1/,no
0,130486965,50/50/,0.5/0.5/,0/1/,no
1,152208033,6209/6209/,0.5/0.5/,0/1/,no
0,155787327,289/75/,0.056476882369295336/0.9435231176307046/,1/,no
1,251639831,373066/150/,0.0/1.0/,1/,no
0,127747932,83/83/,0.5/0.5/,0/1/,no
1,232645838,1366/95/,1.778775926237737E-6/0.9999982212240738/,1/,no
0,165901451,83/83/,0.5/0.5/,0/1/,no
1,201743927,289/75/,0.056476882369295336/0.9435231176307046/,1/,no
0,268306717,50/2964/,1.0/1.5332235629599588E-25/,0/,no
1,121365701,52/52/,0.5/0.5/,0/1/,no
0,159698404,50/2798/,1.0/3.973666780364692E-24/,0/,no
1,139533950,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,182066450,373066/474/,0.0/1.0/,1/,no
1,209082229,227035/294408/,0.5736479079106365/0.42635209208936353/,0/,no
0,202909446,650/470/,0.40560468581488635/0.5943953141851137/,1/,no
1,223304570,25963/239/,2.8240330911363257E-47/1.0/,1/,no
0,308668701,213/339/,0.643086330467389/0.3569136695326111/,0/,no
1,166254912,48259941/1687/,0.0/1.0/,1/,no
0,221459807,50/50/,0.5/0.5/,0/1/,no
1,141502766,203/412/,0.7358501232183848/0.26414987678161517/,0/,no
0,205061723,175/175/,0.5/0.5/,0/1/,no
1,191708803,52/52/,0.5/0.5/,0/1/,no
0,234733815,289/289/,0.5/0.5/,0/1/,no
1,163454455,289/75/,0.056476882369295336/0.9435231176307046/,1/,no
0,173957434,150/150/,0.5/0.5/,0/1/,no
1,157449741,50/50/,0.5/0.5/,0/1/,no
0,141487994,83/50/,0.34365263045781763/0.6563473695421823/,1/,no
1,142339397,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,190594538,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
1,155869176,83/50/,0.34365263045781763/0.6563473695421823/,1/,no
0,166996431,277/277/,0.5/0.5/,0/1/,no
1,151509105,52/50/,0.4901973346679594/0.5098026653320405/,0/1/,no
0,141453140,235/229/,0.49347863069727815/0.506521369302722/,0/1/,no
1,147061336,289/75/,0.056476882369295336/0.9435231176307046/,1/,no
