Real_Goal,Time,Cost,Prob,Results,rl
0,154518080,50/1227/,0.9999999999051221/9.487779957189938E-11/,0/,no
1,119180231,1179/129/,3.1052887863928955E-4/0.9996894711213606/,1/,no
0,113771672,109/1473/,0.9999958814282551/4.118571744832631E-6/,0/,no
1,119284864,55/2127/,0.9999999999999999/8.53304762574409E-17/,0/,no
0,112818359,60/805/,0.9999950351115053/4.964888494640534E-6/,0/,no
1,115788157,50/50/,0.5/0.5/,0/1/,yes
0,139728167,128/641/,0.9815983916910118/0.01840160830898818/,0/,no
1,106480706,246/79/,0.11031770469927316/0.8896822953007268/,1/,no
0,116517710,210/4449/,0.9999999981163368/1.8836632943755717E-9/,0/,no
1,110229411,132/54/,0.1949467753884251/0.8050532246115749/,1/,no
0,117293645,235/10637/,1.0/7.2097240219357E-20/,0/,no
1,114815936,50/68/,0.5873306243819909/0.41266937561800915/,0/,no
0,134071042,51/787/,0.9999992870445256/7.129554743479898E-7/,0/,no
1,112925504,158/485/,0.8866131945160064/0.1133868054839936/,0/,no
0,114412619,79/9037/,1.0/2.343556287626717E-49/,0/,no
1,151057801,93/286/,0.8862697039603531/0.11373029603964685/,0/,no
0,110928211,287/2838/,0.9998577296119008/1.4227038809926345E-4/,0/,no
1,123059789,332/2636/,0.999012078511765/9.879214882349103E-4/,0/,no
0,109153713,50/511/,0.9998813502097756/1.1864979022441361E-4/,0/,no
1,116862251,157/160/,0.5047466928377569/0.49525330716224314/,0/1/,no
0,117241520,147/5714/,1.0/4.613937971103693E-17/,0/,no
1,127675751,1029/50/,4.605205992065794E-9/0.999999995394794/,1/,no
0,202935424,147/10334/,1.0/1.2795029839543265E-30/,0/,no
1,130388301,50/50/,0.5/0.5/,0/1/,no
0,127236726,111/3787/,0.9999999999999944/5.569736932566486E-15/,0/,no
1,123835844,50/68/,0.5873306243819909/0.41266937561800915/,0/,yes
0,133077420,93/18571/,1.0/4.253958292301814E-86/,0/,no
1,121001178,50/50/,0.5/0.5/,0/1/,no
0,133960979,79/32487/,1.0/1.1676303661145683E-176/,0/,no
1,128631200,50/50/,0.5/0.5/,0/1/,no
0,165015448,79/2353/,0.999999999999548/4.5204258722140405E-13/,0/,no
1,146914051,320/79/,0.04686434888450833/0.9531356511154917/,1/,no
0,130037067,229/561/,0.8089927022481821/0.1910072977518179/,0/,no
1,126306892,93/93/,0.5/0.5/,0/1/,no
0,152924489,79/497/,0.9946484333947748/0.005351566605225269/,0/,no
1,122386816,257/54/,0.02434199455680558/0.9756580054431945/,1/,no
0,115484890,103/619/,0.9930465421263333/0.006953457873666699/,0/,no
1,117869118,93/93/,0.5/0.5/,0/1/,no
0,133943153,5351/5351/,0.5/0.5/,0/1/,no
1,146629851,114/14503/,1.0/4.5742419190235726E-55/,0/,no
0,116001554,93/4302/,1.0/3.579081184867271E-20/,0/,no
1,110691977,50/50/,0.5/0.5/,0/1/,no
0,144085423,50/596/,0.9999775877923999/2.2412207600209E-5/,0/,no
1,120612716,50/50/,0.5/0.5/,0/1/,no
0,129761778,50/3010/,1.0/6.221411010397912E-26/,0/,no
1,114048729,50/50/,0.5/0.5/,0/1/,yes
