Real_Goal,Time,Cost,Prob,Results,rl
0,118908850,50/123822/,1.0/0.0/,0/,no
1,119333428,292/68/,0.03745729998859933/0.9625427000114006/,1/,no
0,139738869,142/742/,0.9851647706859248/0.01483522931407521/,0/,no
1,111659975,50/50/,0.5/0.5/,0/1/,no
0,114096375,50/2170/,1.0/8.850635956295407E-19/,0/,no
1,124476397,1173/188/,0.005423151786609726/0.9945768482133903/,1/,no
0,120987971,50/2165/,1.0/9.76230491231732E-19/,0/,no
1,119077848,109/1059/,0.9998225002135068/1.774997864931392E-4/,0/,no
0,117997014,54/1677/,0.9999999999998471/1.5288492065768497E-13/,0/,no
1,120169147,660/314/,0.2500374250401837/0.7499625749598163/,1/,no
0,110324320,50/1467/,0.9999999999991421/8.578786615820239E-13/,0/,no
1,111653391,914/109/,6.629274732852914E-4/0.9993370725267147/,1/,no
0,133795377,79/4882/,1.0/8.434222285341538E-27/,0/,no
1,109825480,50/50/,0.5/0.5/,0/1/,no
0,109906430,50/1227/,0.9999999999051221/9.487779957189938E-11/,0/,no
1,114832667,1179/129/,3.1052887863928955E-4/0.9996894711213606/,1/,no
0,114683346,109/1473/,0.9999958814282551/4.118571744832631E-6/,0/,no
1,122890981,55/2127/,0.9999999999999999/8.53304762574409E-17/,0/,no
0,119262535,60/805/,0.9999950351115053/4.964888494640534E-6/,0/,no
1,115688545,50/50/,0.5/0.5/,0/1/,no
0,114360687,79/4101/,1.0/1.465024617187784E-22/,0/,no
1,118321154,292/68/,0.03745729998859933/0.9625427000114006/,1/,no
0,116310269,50/4449/,1.0/3.4671452921397286E-38/,0/,no
1,117916685,113/192/,0.6666300602351773/0.33336993976482265/,0/,no
0,120065778,235/4018/,0.9999998907537279/1.0924627210130365E-7/,0/,no
1,113098004,50/109/,0.7607621919902593/0.23923780800974062/,0/,no
0,120763229,51/5095/,1.0/7.471972337342916E-43/,0/,no
1,111718564,82/142/,0.6732434415871796/0.3267565584128203/,0/,no
0,114359335,50/76575/,1.0/0.0/,0/,no
1,127240492,50/2391/,1.0/1.161533454398367E-20/,0/,no
0,136238070,234/921/,0.9489913402118691/0.05100865978813076/,0/,no
1,117115137,50/851/,0.9999998489843713/1.5101562873111803E-7/,0/,no
0,110954584,109/660/,0.9933673157162257/0.006632684283774264/,0/,no
1,107936120,168/168/,0.5/0.5/,0/1/,no
0,120126245,128/6396/,1.0/7.906812732501548E-22/,0/,no
1,109938162,50/50/,0.5/0.5/,0/1/,no
0,124512880,50/10334/,1.0/2.6656004983505577E-88/,0/,no
1,208005976,50/109/,0.7607621919902593/0.23923780800974062/,0/,no
0,118270696,50/1173/,0.9999999997264695/2.735305381591123E-10/,0/,no
1,116077376,50/109/,0.7607621919902593/0.23923780800974062/,0/,yes
0,152408250,93/18571/,1.0/4.253958292301814E-86/,0/,no
1,129482603,50/50/,0.5/0.5/,0/1/,no
0,133419782,79/32487/,1.0/1.1676303661145683E-176/,0/,no
1,151501373,50/50/,0.5/0.5/,0/1/,no
0,130857789,79/2353/,0.999999999999548/4.5204258722140405E-13/,0/,no
1,138039011,320/79/,0.04686434888450833/0.9531356511154917/,1/,no
0,132932501,229/561/,0.8089927022481821/0.1910072977518179/,0/,no
1,116454690,93/93/,0.5/0.5/,0/1/,no
0,130159797,79/497/,0.9946484333947748/0.005351566605225269/,0/,no
1,125270473,257/54/,0.02434199455680558/0.9756580054431945/,1/,no
0,150608940,103/619/,0.9930465421263333/0.006953457873666699/,0/,no
1,155858064,93/93/,0.5/0.5/,0/1/,no
0,170858609,5351/5351/,0.5/0.5/,0/1/,no
1,172927764,114/14503/,1.0/4.5742419190235726E-55/,0/,no
0,173197762,93/4302/,1.0/3.579081184867271E-20/,0/,no
1,203114407,50/50/,0.5/0.5/,0/1/,no
0,121932014,50/596/,0.9999775877923999/2.2412207600209E-5/,0/,no
1,114527585,50/50/,0.5/0.5/,0/1/,no
0,135074380,50/3010/,1.0/6.221411010397912E-26/,0/,no
1,106177806,50/50/,0.5/0.5/,0/1/,no
