Real_Goal,Time,Cost,Prob,Results,rl
0,110472454,128/5350/,1.0/2.6271812906669804E-18/,0/,no
1,119772638,511/1227/,0.801935826331075/0.19806417366892506/,0/,no
0,106782636,150/818/,0.988153915267147/0.011846084732853016/,0/,no
1,106032055,50/50/,0.5/0.5/,0/1/,no
0,111748244,122/5429/,1.0/1.8271827567815829E-19/,0/,no
1,177220767,109/354/,0.9026720167878192/0.09732798321218082/,0/,no
0,126771305,50/826/,0.9999997534464242/2.4655357579306244E-7/,0/,no
1,114375372,1179/304/,0.05371495125656/0.94628504874344/,1/,no
0,110270111,50/1072/,0.9999999980181116/1.9818884418740316E-9/,0/,no
1,145835172,464/616/,0.5810004585173678/0.41899954148263213/,0/,no
0,113965573,103/867/,0.9993553472168514/6.44652783148607E-4/,0/,yes
1,111907471,111/188/,0.665410558746814/0.334589441253186/,0/,yes
0,116392349,128/641/,0.9815983916910118/0.01840160830898818/,0/,no
1,117828628,246/79/,0.11031770469927316/0.8896822953007268/,1/,no
0,116798931,210/4449/,0.9999999981163368/1.8836632943755717E-9/,0/,no
1,109408544,132/54/,0.1949467753884251/0.8050532246115749/,1/,no
0,120121218,235/10637/,1.0/7.2097240219357E-20/,0/,no
1,135960757,50/68/,0.5873306243819909/0.41266937561800915/,0/,no
0,118090470,51/787/,0.9999992870445256/7.129554743479898E-7/,0/,no
1,124193722,158/485/,0.8866131945160064/0.1133868054839936/,0/,no
0,114999077,79/9037/,1.0/2.343556287626717E-49/,0/,no
1,120617579,93/286/,0.8862697039603531/0.11373029603964685/,0/,no
0,120649849,287/2838/,0.9998577296119008/1.4227038809926345E-4/,0/,no
1,123178186,332/2636/,0.999012078511765/9.879214882349103E-4/,0/,no
0,113130887,50/511/,0.9998813502097756/1.1864979022441361E-4/,0/,no
1,106063055,157/160/,0.5047466928377569/0.49525330716224314/,0/1/,no
0,115090793,147/5714/,1.0/4.613937971103693E-17/,0/,no
1,109452793,1029/50/,4.605205992065794E-9/0.999999995394794/,1/,no
0,115085656,147/10334/,1.0/1.2795029839543265E-30/,0/,no
1,107682141,50/50/,0.5/0.5/,0/1/,no
0,113624326,111/3787/,0.9999999999999944/5.569736932566486E-15/,0/,yes
1,111186115,50/68/,0.5873306243819909/0.41266937561800915/,0/,yes
0,121272681,93/18571/,1.0/4.253958292301814E-86/,0/,no
1,123068169,50/50/,0.5/0.5/,0/1/,no
0,142864323,79/32487/,1.0/1.1676303661145683E-176/,0/,no
1,143517644,50/50/,0.5/0.5/,0/1/,no
0,132216839,79/2353/,0.999999999999548/4.5204258722140405E-13/,0/,no
1,130676129,320/79/,0.04686434888450833/0.9531356511154917/,1/,no
0,131680201,229/561/,0.8089927022481821/0.1910072977518179/,0/,no
1,150909768,93/93/,0.5/0.5/,0/1/,no
0,133110372,79/497/,0.9946484333947748/0.005351566605225269/,0/,no
1,113044720,257/54/,0.02434199455680558/0.9756580054431945/,1/,no
0,152149341,103/619/,0.9930465421263333/0.006953457873666699/,0/,no
1,110836130,93/93/,0.5/0.5/,0/1/,no
0,150061450,5351/5351/,0.5/0.5/,0/1/,no
1,146007665,114/14503/,1.0/4.5742419190235726E-55/,0/,no
0,125373619,93/4302/,1.0/3.579081184867271E-20/,0/,no
1,115786022,50/50/,0.5/0.5/,0/1/,no
0,123173143,50/596/,0.9999775877923999/2.2412207600209E-5/,0/,no
1,140130931,50/50/,0.5/0.5/,0/1/,no
0,119320360,50/3010/,1.0/6.221411010397912E-26/,0/,yes
1,126313975,50/50/,0.5/0.5/,0/1/,yes
