Real_Goal,Time,Cost,Prob,Results,rl
0,122857769,50/1467/,0.9999999999991421/8.578786615820239E-13/,0/,no
1,111544708,50/50/,0.5/0.5/,0/1/,no
0,119975480,277/980/,0.9261347310725521/0.07386526892744798/,0/,no
1,112978480,50/109/,0.7607621919902593/0.23923780800974062/,0/,no
0,124593002,93/3094/,0.9999999999999865/1.3643244354270903E-14/,0/,no
1,128151134,50/50/,0.5/0.5/,0/1/,no
0,122193948,93/6087/,1.0/2.026733040508863E-28/,0/,no
1,139244919,68/68/,0.5/0.5/,0/1/,no
0,131351881,50/8925/,1.0/2.6561009107831838E-76/,0/,no
1,129907729,246/93/,0.1641512283614262/0.8358487716385737/,1/,no
0,124791360,109/29043/,1.0/5.817799270120705E-115/,0/,no
1,109033210,50/50/,0.5/0.5/,0/1/,no
0,154383743,79/2752/,0.9999999999999969/3.08415093221563E-15/,0/,no
1,138700351,109/3083/,0.9999999999981876/1.8124100511492541E-12/,0/,no
0,228987083,93/198/,0.7534357759182149/0.24656422408178513/,0/,no
1,111712944,246/127/,0.2829881182827055/0.7170118817172945/,1/,no
0,121027122,50/1400/,0.9999999999968087/3.191314435363342E-12/,0/,no
1,125051852,50/50/,0.5/0.5/,0/1/,no
0,164318163,50/1442/,0.9999999999985993/1.4006038553375462E-12/,0/,no
1,136383817,50/109/,0.7607621919902593/0.23923780800974062/,0/,no
0,112163366,50/1736/,0.9999999999999956/4.3927386264955406E-15/,0/,no
1,188927393,914/109/,6.629274732852914E-4/0.9993370725267147/,1/,no
0,128746616,109/6154/,1.0/1.3600164255857968E-24/,0/,no
1,114310803,51/98/,0.7117392466946214/0.28826075330537854/,0/,no
0,153472730,50/19746/,1.0/1.8931028294168583E-168/,0/,no
1,116687962,50/513/,0.9998859125691789/1.1408743082112265E-4/,0/,no
0,158810564,113/1251/,0.9999537986871093/4.6201312890776324E-5/,0/,no
1,321852974,249/51/,0.02171724055326441/0.9782827594467356/,1/,no
0,132172561,72/5419/,1.0/1.546737127868207E-32/,0/,no
1,137402601,158/881/,0.9895139681659249/0.010486031834075106/,0/,no
0,138610372,430/8990/,0.9999999976309786/2.369021430761958E-9/,0/,no
1,127505809,50/50/,0.5/0.5/,0/1/,no
0,184852119,68/123/,0.6893541118493388/0.3106458881506613/,0/,no
1,137061803,93/472/,0.9825689067177836/0.017431093282216297/,0/,no
0,151591526,109/4358/,1.0/1.6764422735696036E-17/,0/,no
1,233791765,50/109/,0.7607621919902593/0.23923780800974062/,0/,no
0,137024138,50/1798/,0.9999999999999987/1.3024753782204269E-15/,0/,no
1,130307847,914/109/,6.629274732852914E-4/0.9993370725267147/,1/,no
0,129073420,1169/19898/,0.999999888327172/1.1167282798068682E-7/,0/,no
1,115117248,249/51/,0.02171724055326441/0.9782827594467356/,1/,no
0,170396372,836/14072/,0.9999998644086437/1.355913563401624E-7/,0/,no
1,106867246,50/50/,0.5/0.5/,0/1/,no
0,145364899,50/123822/,1.0/0.0/,0/,no
1,217217412,292/68/,0.03745729998859933/0.9625427000114006/,1/,no
0,150720210,142/742/,0.9851647706859248/0.01483522931407521/,0/,no
1,122697009,50/50/,0.5/0.5/,0/1/,no
0,170521025,50/2170/,1.0/8.850635956295407E-19/,0/,no
1,126746947,1173/188/,0.005423151786609726/0.9945768482133903/,1/,no
0,126434422,50/2165/,1.0/9.76230491231732E-19/,0/,no
1,116591706,109/1059/,0.9998225002135068/1.774997864931392E-4/,0/,no
0,208344809,54/1677/,0.9999999999998471/1.5288492065768497E-13/,0/,no
1,128188668,660/314/,0.2500374250401837/0.7499625749598163/,1/,no
0,108913808,50/1467/,0.9999999999991421/8.578786615820239E-13/,0/,no
1,129223331,914/109/,6.629274732852914E-4/0.9993370725267147/,1/,no
0,115096142,79/4882/,1.0/8.434222285341538E-27/,0/,no
1,112715217,50/50/,0.5/0.5/,0/1/,no
0,118596098,50/1227/,0.9999999999051221/9.487779957189938E-11/,0/,no
1,112608855,1179/129/,3.1052887863928955E-4/0.9996894711213606/,1/,no
0,126769588,109/1473/,0.9999958814282551/4.118571744832631E-6/,0/,no
1,126596856,55/2127/,0.9999999999999999/8.53304762574409E-17/,0/,no
0,122260381,60/805/,0.9999950351115053/4.964888494640534E-6/,0/,no
1,161695137,50/50/,0.5/0.5/,0/1/,no
0,125555674,79/4101/,1.0/1.465024617187784E-22/,0/,no
1,125116403,292/68/,0.03745729998859933/0.9625427000114006/,1/,no
0,123147728,50/4449/,1.0/3.4671452921397286E-38/,0/,no
1,127777922,113/192/,0.6666300602351773/0.33336993976482265/,0/,no
0,113122528,235/4018/,0.9999998907537279/1.0924627210130365E-7/,0/,no
1,122174252,50/109/,0.7607621919902593/0.23923780800974062/,0/,no
0,120523090,51/5095/,1.0/7.471972337342916E-43/,0/,no
1,235878460,82/142/,0.6732434415871796/0.3267565584128203/,0/,no
0,126907907,50/76575/,1.0/0.0/,0/,no
1,195475343,50/2391/,1.0/1.161533454398367E-20/,0/,yes
0,144630497,103/2838/,0.9999999999962078/3.7921919121177195E-12/,0/,no
1,146507593,295/2706/,0.9997099799015637/2.900200984362431E-4/,0/,no
0,150142276,50/826/,0.9999997534464242/2.4655357579306244E-7/,0/,no
1,139734080,157/160/,0.5047466928377569/0.49525330716224314/,0/1/,no
0,148286583,147/5278/,0.9999999999999991/8.779702901581281E-16/,0/,no
1,126139240,68/50/,0.41266937561800915/0.5873306243819909/,1/,no
0,141035645,68/3796/,1.0/3.43170329235095E-24/,0/,no
1,162511329,50/50/,0.5/0.5/,0/1/,no
0,402809145,68/302/,0.9674316666770194/0.032568333322980585/,0/,no
1,172199910,50/50/,0.5/0.5/,0/1/,no
0,141884821,60/7210/,1.0/1.2444889809626028E-51/,0/,no
1,142262683,50/50/,0.5/0.5/,0/1/,no
0,153036723,82/4086/,1.0/1.1199937416213022E-21/,0/,no
1,146451438,50/50/,0.5/0.5/,0/1/,no
0,145762932,89/2250/,0.9999999999626658/3.733420777062364E-11/,0/,no
1,136945820,320/79/,0.04686434888450833/0.9531356511154917/,1/,no
0,161256106,229/735/,0.9002495108803148/0.09975048911968515/,0/,no
1,185190824,50/103/,0.7386986438743938/0.2613013561256062/,0/,no
0,138985471,79/375/,0.9758729785823308/0.024127021417669207/,0/,no
1,160429608,331/54/,0.006455389267094122/0.9935446107329058/,1/,no
0,161435573,93/3064/,0.9999999999999812/1.8772507193536302E-14/,0/,no
1,152419813,60/93/,0.6320412000096427/0.3679587999903574/,0/,no
0,148239495,50/18181/,1.0/4.018406747119258E-155/,0/,no
1,187343536,114/8743/,1.0/2.5870687036228307E-33/,0/,no
0,182452751,93/4544/,1.0/2.7270573200269976E-21/,0/,no
1,172539379,50/50/,0.5/0.5/,0/1/,no
0,205386616,50/596/,0.9999775877923999/2.2412207600209E-5/,0/,no
1,282209817,50/50/,0.5/0.5/,0/1/,no
0,145887486,50/3010/,1.0/6.221411010397912E-26/,0/,no
1,149173432,50/50/,0.5/0.5/,0/1/,no
0,145239082,50/2165/,1.0/9.76230491231732E-19/,0/,no
1,110114887,50/50/,0.5/0.5/,0/1/,no
0,117912884,50/826/,0.9999997534464242/2.4655357579306244E-7/,0/,no
1,206458938,50/50/,0.5/0.5/,0/1/,no
