Real_Goal,Time,Cost,Prob,Results,rl
1,108329441,79/50/,0.36155359365622713/0.6384464063437728/,1/,no
0,118883496,50/4673/,1.0/4.2902495277813994E-40/,0/,yes
1,104772828,64/72/,0.5307304486714434/0.4692695513285567/,0/1/,yes
0,118934774,234/9025/,1.0/5.671399669692776E-17/,0/,no
1,108098576,50/109/,0.7607621919902593/0.23923780800974062/,0/,no
0,116624976,50/2306/,1.0/6.149727317600224E-20/,0/,no
1,111572734,50/188/,0.9373728571100223/0.06262714288997764/,0/,no
0,118313986,188/5600/,0.9999999999996336/3.6644768170458633E-13/,0/,no
1,116797372,1326/334/,0.04921010916877074/0.9507898908312293/,1/,no
0,108973536,50/710/,0.9999976027273625/2.397272637455796E-6/,0/,no
1,114592173,609/408/,0.3795538003670836/0.6204461996329165/,1/,no
0,102925428,109/561/,0.9838426498070091/0.016157350192990916/,0/,no
1,106942075,50/152/,0.8807970779778824/0.11920292202211755/,0/,no
0,112610263,234/1243/,0.9865285152703959/0.013471484729604216/,0/,no
1,112230168,50/188/,0.9373728571100223/0.06262714288997764/,0/,no
0,109822575,198/872/,0.9672937069939275/0.03270629300607249/,0/,no
1,110995906,3787/188/,5.370590091923303E-9/0.9999999946294099/,1/,no
0,111263040,198/5273/,0.9999999999915976/8.402325838893371E-12/,0/,no
1,110053338,1287/128/,1.2532233569332733E-4/0.9998746776643067/,1/,no
0,115985015,218/11977/,1.0/4.7969404331259985E-24/,0/,no
1,114721465,354/50/,0.0025712608790430624/0.9974287391209569/,1/,no
0,108678486,128/4076/,0.9999999999999489/5.111741452061431E-14/,0/,yes
1,109070897,691/97/,0.0023261207335460057/0.997673879266454/,1/,yes
0,120971125,60/2930/,1.0/3.688082314540357E-21/,0/,no
1,148042068,109/294/,0.8431451382796352/0.15685486172036484/,0/,no
0,228535124,50/272/,0.9872945975071947/0.012705402492805181/,0/,no
1,131689011,246/109/,0.22348797043516147/0.7765120295648384/,1/,no
0,153912815,128/1333/,0.9999122635401849/8.773645981502215E-5/,0/,no
1,115894555,691/50/,3.4794687619070422E-6/0.999996520531238/,1/,no
0,118608935,50/1442/,0.9999999999985993/1.4006038553375462E-12/,0/,no
1,120592410,50/50/,0.5/0.5/,0/1/,no
0,114700763,50/1467/,0.9999999999991421/8.578786615820239E-13/,0/,no
1,113016861,914/109/,6.629274732852914E-4/0.9993370725267147/,1/,no
0,120115252,109/5523/,1.0/4.215171285203838E-22/,0/,no
1,112930016,98/51/,0.28826075330537854/0.7117392466946214/,1/,no
0,121646123,50/18816/,1.0/1.5727576842453683E-160/,0/,no
1,113141927,50/364/,0.9978855898489443/0.002114410151055712/,0/,no
0,120381044,161/1696/,0.9999232828565908/7.671714340910538E-5/,0/,no
1,128657126,249/51/,0.02171724055326441/0.9782827594467356/,1/,no
0,118380738,115/39777/,1.0/3.2264606184550617E-149/,0/,no
1,113293747,79/704/,0.9995955185021579/4.044814978420806E-4/,0/,no
0,119847975,50/6785/,1.0/4.442031710532443E-58/,0/,yes
1,116045664,50/50/,0.5/0.5/,0/1/,yes
0,107338666,50/348/,0.9971086529839757/0.002891347016024406/,0/,no
1,114554204,93/1651/,0.9999999366422212/6.335777869918284E-8/,0/,no
0,111150172,50/910/,0.9999999525099273/4.749007260543125E-8/,0/,no
1,109462393,50/50/,0.5/0.5/,0/1/,no
0,118206422,93/6926/,1.0/2.694556465768172E-32/,0/,no
1,117660576,50/50/,0.5/0.5/,0/1/,no
0,124716599,1169/2475/,0.7532904821159132/0.2467095178840868/,0/,no
1,112115333,249/50/,0.019802210890608074/0.9801977891093919/,1/,no
0,120919763,327/3640/,0.9999589471710527/4.1052828947250495E-5/,0/,no
1,130279922,50/50/,0.5/0.5/,0/1/,no
0,120035685,50/5603/,1.0/5.164103536931323E-48/,0/,no
1,110562240,292/50/,0.008619271834673476/0.9913807281653265/,1/,no
0,122305398,138/1056/,0.9986473236111384/0.0013526763888615423/,0/,no
1,112117367,914/109/,6.629274732852914E-4/0.9993370725267147/,1/,no
0,111868679,50/6742/,1.0/1.0321706646924533E-57/,0/,no
1,118283630,1442/217/,0.003614192603105271/0.9963858073968948/,1/,no
0,113089749,109/2348/,0.9999999985541168/1.445883250651351E-9/,0/,no
1,116053664,50/175/,0.9206331154443084/0.0793668845556916/,0/,no
0,117254935,171/4891/,0.9999999999987917/1.2082350408315205E-12/,0/,yes
1,133931777,660/660/,0.5/0.5/,0/1/,yes
0,118496074,561/364/,0.3682513175751808/0.6317486824248192/,1/,no
1,113354017,50/50/,0.5/0.5/,0/1/,no
0,119441783,68/46861/,1.0/3.0137409372911666E-295/,0/,no
1,112117323,2884/354/,8.026726721103655E-4/0.9991973273278896/,1/,no
0,117914086,50/2165/,1.0/9.76230491231732E-19/,0/,no
1,118640609,1179/50/,2.4317131956671E-10/0.9999999997568286/,1/,no
0,117782503,203/3796/,0.9999999775672777/2.2432722448152636E-8/,0/,no
1,127524045,61/464/,0.998498817743263/0.0015011822567369921/,0/,no
0,121771443,107/2313/,0.9999999986537271/1.3462728328436947E-9/,0/,no
1,114848940,50/434/,0.9994632341943136/5.367658056863927E-4/,0/,no
0,123515170,147/1175/,0.9990383961711213/9.616038288785566E-4/,0/,no
1,112639866,292/79/,0.06522274580289424/0.9347772541971058/,1/,no
0,119488680,342/14956/,1.0/3.135230740205078E-19/,0/,no
1,115137132,113/54/,0.25488477838623097/0.745115221613769/,1/,no
0,116767554,235/3917/,0.9999998324015811/1.6759841887672733E-7/,0/,no
1,111688635,50/68/,0.5873306243819909/0.41266937561800915/,0/,no
0,115924439,51/1354/,0.9999999999868907/1.3109390536133963E-11/,0/,no
1,117946788,147/161/,0.5236310301341283/0.47636896986587174/,0/1/,no
0,117109947,50/9037/,1.0/2.954607705980165E-77/,0/,yes
1,125530310,50/471/,0.9997400865606628/2.599134393371839E-4/,0/,yes
0,116203842,103/2838/,0.9999999999962078/3.7921919121177195E-12/,0/,no
1,122386897,295/2706/,0.9997099799015637/2.900200984362431E-4/,0/,no
0,116819979,50/826/,0.9999997534464242/2.4655357579306244E-7/,0/,no
1,112852884,157/160/,0.5047466928377569/0.49525330716224314/,0/1/,no
0,121955033,147/5278/,0.9999999999999991/8.779702901581281E-16/,0/,no
1,115883676,68/50/,0.41266937561800915/0.5873306243819909/,1/,no
0,115163871,68/3796/,1.0/3.43170329235095E-24/,0/,no
1,137895413,50/50/,0.5/0.5/,0/1/,no
0,113389080,68/302/,0.9674316666770194/0.032568333322980585/,0/,no
1,112157127,50/50/,0.5/0.5/,0/1/,no
0,126338039,60/7210/,1.0/1.2444889809626028E-51/,0/,no
1,251150575,50/50/,0.5/0.5/,0/1/,no
0,187301908,82/4086/,1.0/1.1199937416213022E-21/,0/,no
1,228505286,50/50/,0.5/0.5/,0/1/,no
0,121081929,89/2250/,0.9999999999626658/3.733420777062364E-11/,0/,no
1,111596776,320/79/,0.04686434888450833/0.9531356511154917/,1/,no
0,189797162,229/735/,0.9002495108803148/0.09975048911968515/,0/,no
1,117848388,50/103/,0.7386986438743938/0.2613013561256062/,0/,no
0,142025469,79/375/,0.9758729785823308/0.024127021417669207/,0/,yes
1,106724111,54/54/,0.5/0.5/,0/1/,yes
0,130315055,50/7977/,1.0/3.1405997176813887E-68/,0/,no
1,196194316,50/60/,0.5488631556012363/0.4511368443987638/,0/1/,no
0,146442612,5243/19384/,0.9368260534241647/0.0631739465758353/,0/,no
1,135696284,98/30012/,1.0/5.927580464227181E-132/,0/,no
0,267721052,50/5725/,1.0/4.721656789763893E-49/,0/,no
1,134967515,50/50/,0.5/0.5/,0/1/,no
0,475487586,50/8750/,1.0/8.212412099003691E-75/,0/,no
1,151118765,111/1467/,0.9999944800865496/5.519913450411106E-6/,0/,no
0,130050827,127/91642/,1.0/3.1362456169364E-311/,0/,no
1,111126140,50/50/,0.5/0.5/,0/1/,no
0,122221222,158/2720/,0.9999998995100031/1.0048999690749373E-7/,0/,no
1,133470493,50/50/,0.5/0.5/,0/1/,no
0,122590548,127/7304/,1.0/4.456282172773575E-25/,0/,no
1,174661459,158/138/,0.46409070770660416/0.5359092922933958/,0/1/,no
